Product Id,Variant Id,Handle,Title,Body (Html),Vendor,Type,Tags,Published,Option Fulfill Value,Custom Option,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Sku,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / Mpn,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,Seo Title,Seo Description,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost Per Item,Available On Listing Pages,Available On Sitemap Files,Template,Shipping Profile Name,Variant Tag,Facebook Pixel Id,Facebook Access Token,Product Stock Status,Shipping Fee,Base Cost Variant
'1000000665920923','1000020410927673',blue-aqua-tie-dye-kids-leggings,,,,,,,,,,6,,,,,,76,shopbase,100,continue,manual,59.99,71.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgmxtaojygqBtcmrq.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920923','1000020410927674',blue-aqua-tie-dye-kids-leggings,,,,,,,,,,6X,,,,,,80,shopbase,100,continue,manual,59.99,71.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgmxtaojygqBtcmrq.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920923','1000020410927675',blue-aqua-tie-dye-kids-leggings,,,,,,,,,,7,,,,,,86,shopbase,100,continue,manual,59.99,71.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgmxtaojygqBtcmrq.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920924','1000020410927693',light-blue-apricot-wave-leggings-with-pockets,Light Blue & Apricot Wave Leggings with Pockets,"<p>Drift into your workout with these Light Blue &amp; Apricot Wave Leggings. The soothing pastel blue background and vibrant apricot waves create a dynamic, almost 3D effect. Perfect for the woman who wants to add a touch of modern art to her active lifestyle, these leggings are as comfortable as they are eye-catching.</p>
<h2>Why You'll Love It</h2>
<ul>
<li>Full-length coverage that moves with you through every pose and sprint.</li>
<li>Featuring a classic, high-waisted cut for a secure and flattering fit.</li>
<li>Two practical side pockets to keep your essentials close at hand.</li>
<li>Designed for yoga, gym sessions, running errands, or lounging at home.</li>
<li>Squat-proof fabric that's never see-through, giving you confidence in every move.</li>
<li>Buttery-soft material feels like a second skin for ultimate comfort.</li>
<li>4-way stretch that retains its shape, wash after wash.</li>
<li>The vibrant print wraps seamlessly around the leg for a flattering, continuous design.</li>
</ul>
<h2>You Might Also Like</h2>
<ul>
  <li><a href=""/products/light-blue-apricot-wave-yoga-pants"" style=""color: #00d1b5; text-decoration: underline;"">Light Blue &amp; Apricot Wave Leggings</a></li>
  <li><a href=""/products/light-blue-apricot-wave-youth-leggings"" style=""color: #00d1b5; text-decoration: underline;"">Light Blue &amp; Apricot Wave Youth Leggings</a></li>
  <li><a href=""/products/light-blue-apricot-wave-yoga-shorts"" style=""color: #00d1b5; text-decoration: underline;"">Light Blue &amp; Apricot Wave Yoga Shorts</a></li>
</ul>
<h2>From the Blog</h2>
<ul>
<li><a href=""/blogs/news/how-to-lighten-dark-knees-and-elbows"" style=""color: #00d1b5; text-decoration: underline;"">How to Lighten Dark Knees and Elbows?</a></li>
</ul>",DAKOfits,Leggings with Pockets,"active wear,activewear,apricot,blue,bright,colorful,colorful and vibrant,colorful vibrant,crossfit,dance,dancewear,fitness,fitness leggings,gym,gym / workout,gymwear,high waisted,leggings sportswear,leggings with pockets,pale blue,pastel,pastel blue,pastel colors,petite,plus,plus size,pockets,sound wave,soundwave,sport,sports,sports wear,sportswear,vibrant,wave,waves,white,yoga,yoga wear,yogawear,zen,zen zen yoga,zen/yoga",TRUE,,,Size,2XS,,,,,,160,shopbase,100,continue,manual,94.99,113.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgqxtaojygqBtcnbq.jpeg,1,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgqxtaojygqBtcmzx.jpeg,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665920924','1000020410927694',light-blue-apricot-wave-leggings-with-pockets,,,,,,,,,,XS,,,,,,170,shopbase,100,continue,manual,94.99,113.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgqxtaojygqBtcmzv.jpeg,2,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgqxtaojygqBtcmzx.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920924','1000020410927695',light-blue-apricot-wave-leggings-with-pockets,,,,,,,,,,S,,,,,,180,shopbase,100,continue,manual,94.99,113.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgqxtaojygqBtcmzw.jpeg,3,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgqxtaojygqBtcmzx.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920924','1000020410927696',light-blue-apricot-wave-leggings-with-pockets,,,,,,,,,,M,,,,,,190,shopbase,100,continue,manual,94.99,113.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgqxtaojygqBtcmzy.jpeg,4,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgqxtaojygqBtcmzx.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920924','1000020410927697',light-blue-apricot-wave-leggings-with-pockets,,,,,,,,,,L,,,,,,210,shopbase,100,continue,manual,94.99,113.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgqxtaojygqBtcmzx.jpeg,5,Light Blue & Apricot Wave Leggings with Pockets | DAKOfits,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgqxtaojygqBtcmzx.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920924','1000020410927698',light-blue-apricot-wave-leggings-with-pockets,,,,,,,,,,XL,,,,,,230,shopbase,100,continue,manual,94.99,113.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgqxtaojygqBtcmzz.jpeg,6,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgqxtaojygqBtcmzx.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920924','1000020410927699',light-blue-apricot-wave-leggings-with-pockets,,,,,,,,,,2XL,,,,,,250,shopbase,100,continue,manual,94.99,113.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgqxtaojygqBtcmzx.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920924','1000020410927700',light-blue-apricot-wave-leggings-with-pockets,,,,,,,,,,3XL,,,,,,270,shopbase,100,continue,manual,94.99,113.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgqxtaojygqBtcmzx.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920924','1000020410927701',light-blue-apricot-wave-leggings-with-pockets,,,,,,,,,,4XL,,,,,,290,shopbase,100,continue,manual,94.99,113.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgqxtaojygqBtcmzx.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920924','1000020410927702',light-blue-apricot-wave-leggings-with-pockets,,,,,,,,,,5XL,,,,,,320,shopbase,100,continue,manual,94.99,113.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgqxtaojygqBtcmzx.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920924','1000020410927703',light-blue-apricot-wave-leggings-with-pockets,,,,,,,,,,6XL,,,,,,340,shopbase,100,continue,manual,94.99,113.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgqxtaojygqBtcmzx.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920925','1000020410927686',pink-glowing-floral-kids-leggings,Pink Glowing Floral Kid's Leggings,"<p>The DAKOfits Pink Glowing Floral Kid's Leggings bring a burst of vibrant energy to any active child's wardrobe. These leggings showcase an intricate floral design in bright pink against a black background, creating a playful and eye-catching statement. Perfect for kids who love to express their unique style, these leggings are as comfortable as they are stylish.</p>

<h2>Why You'll Love It</h2>

<ul>
  <li>Featuring an intricate floral design in vibrant bright pink</li>
  <li>Made with buttery-soft fabric that feels like a second skin</li>
  <li>Offers full-length coverage for maximum comfort and confidence during any activity.</li>
  <li>Squat-proof fabric ensures worry-free wear, whether they're at the playground or in yoga class.</li>
  <li>Features a comfortable waistband that stays in place without digging or rolling down.</li>
  <li>The vibrant print wraps around the leg, creating a visually stunning and dynamic look.</li>
  <li>Durable 4-way stretch fabric moves with them, providing maximum flexibility and support.</li>
  <li>Easy care: machine wash cold, tumble dry low.</li>
</ul>
<h2>You Might Also Like</h2>
<ul>
  <li><a href=""/products/sunflower-youth-leggings"" style=""color: #00d1b5; text-decoration: underline;"">Sunflower Youth Leggings</a></li>
  <li><a href=""/products/faux-paillette-flower-sports-bra"" style=""color: #00d1b5; text-decoration: underline;"">Faux Paillette Flower Sports bra</a></li>
  <li><a href=""/products/blue-floral-skulls-capris"" style=""color: #00d1b5; text-decoration: underline;"">Blue Floral Skulls Capris</a></li>
</ul>",DAKOfits,Kid's Leggings,"active kids,active wear,activewear,black,black and pink,bright,bright pink,children,childrens activewear,colorful,colorful and vibrant,colorful vibrant,crossfit,dance,dancewear,dark pink,fit kid,fitness,floral,flower,flowers,gym,gym / workout,gymwear,hot pink,kids,kids leggings,pink,pink and black,sport,sports,sports wear,sportswear,vibrant,yoga,yoga wear,zen,zen yoga",TRUE,,,Size,2T,,,,,,56,shopbase,100,continue,manual,59.99,71.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsguxtaojygqBtcmzu.jpeg,1,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsguxtaojygqBtcmrz.jpeg,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665920925','1000020410927687',pink-glowing-floral-kids-leggings,,,,,,,,,,3T,,,,,,62,shopbase,100,continue,manual,59.99,71.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsguxtaojygqBtcmry.jpeg,2,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsguxtaojygqBtcmrz.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920925','1000020410927688',pink-glowing-floral-kids-leggings,,,,,,,,,,4T,,,,,,66,shopbase,100,continue,manual,59.99,71.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsguxtaojygqBtcmrx.jpeg,3,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsguxtaojygqBtcmrz.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920925','1000020410927689',pink-glowing-floral-kids-leggings,,,,,,,,,,5T,,,,,,70,shopbase,100,continue,manual,59.99,71.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsguxtaojygqBtcmrz.jpeg,4,Pink Glowing Floral Kid's Leggings | DAKOfits,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsguxtaojygqBtcmrz.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920925','1000020410927690',pink-glowing-floral-kids-leggings,,,,,,,,,,6,,,,,,76,shopbase,100,continue,manual,59.99,71.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsguxtaojygqBtcmrz.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920925','1000020410927691',pink-glowing-floral-kids-leggings,,,,,,,,,,6X,,,,,,80,shopbase,100,continue,manual,59.99,71.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsguxtaojygqBtcmrz.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920925','1000020410927692',pink-glowing-floral-kids-leggings,,,,,,,,,,7,,,,,,86,shopbase,100,continue,manual,59.99,71.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsguxtaojygqBtcmrz.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920926','1000020410927705',blue-aqua-tie-dye-meggings,Blue & Aqua Tie Dye Meggings,"<p>The DAKOfits Blue &amp; Aqua Tie Dye Meggings offer a vibrant splash of color and a bold statement for your workout or casual wear. These meggings are for the man who isn't afraid to stand out and express his unique style, bringing an artistic edge to any activity. Comfortable and eye-catching, they're perfect for workouts, yoga, or simply making a statement wherever you go.</p>

<h2>Why You'll Love It</h2>
<ul>
  <li>The super soft and stretchy material makes them the perfect choice for a variety of activities.</li>
  <li>Wear these mens leggings on their own or under shorts.</li>
  <li>Buttery-soft feel like a second skin, perfect for all-day comfort.</li>
  <li>Squat-proof fabric ensures confidence during any workout.</li>
  <li>Four-way stretch allows for a full range of motion.</li>
  <li>Ideal for layering or wearing solo.</li>
  <li>Perfect for yoga, running, or lounging.</li>
  <li>Fabric composition: 82% polyester, 18% spandex.</li>
</ul>
<h2>You Might Also Like</h2>
<ul>
  <li><a href=""/products/blue-aqua-tie-dye-yoga-shorts"" style=""color: #00d1b5; text-decoration: underline;"">Blue &amp; Aqua Tie Dye Yoga Shorts</a></li>
  <li><a href=""/products/blue-aqua-tie-dye-yoga-pants"" style=""color: #00d1b5; text-decoration: underline;"">Blue &amp; Aqua Tie Dye Yoga Pants</a></li>
  <li><a href=""/products/blue-aqua-tie-dye-leggings"" style=""color: #00d1b5; text-decoration: underline;"">Blue &amp; Aqua Tie Dye Leggings</a></li>
</ul>
<h2>From the Blog</h2>
<ul>
<li><a href=""/blogs/news/what-to-wear-when-you-workout"" style=""color: #00d1b5; text-decoration: underline;"">What to Wear When You Workout</a></li>
<li><a href=""/blogs/news/3-fun-activities-to-get-super-fit-for-valentine-s-day"" style=""color: #00d1b5; text-decoration: underline;"">3 Fun Activities to Get Super-fit for Valentine’s Day</a></li>
</ul>",DAKOfits,Meggings,"active wear,activewear,aqua,blue,blue and aqua,bright,bright blue,colorful,colorful and vibrant,colorful vibrant,crossfit,dance,dancewear,dark blue,electric blue,fitness,fitness leggings,gym,gym / workout,gymwear,leggings sportswear,light blue,meditation,meggings,men,mens,mens leggings,ocean blue,soft blue,sport,sports,sports wear,sportswear,tie-dye,vibrant,yoga,yoga wear,yogawear,yogi,yogis,zen,zen zen yoga,zen/yoga",TRUE,,,Size,XS,,,,,,173,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgxxtaojygqBtcnbu.jpeg,1,Men's blue and aqua tie dye meggings front view,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgxxtaojygqBtcnbu.jpeg,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665920926','1000020410927706',blue-aqua-tie-dye-meggings,,,,,,,,,,S,,,,,,184,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgxxtaojygqBtcnbr.jpeg,2,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgxxtaojygqBtcnbu.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920926','1000020410927707',blue-aqua-tie-dye-meggings,,,,,,,,,,M,,,,,,195,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgxxtaojygqBtcnbs.jpeg,3,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgxxtaojygqBtcnbu.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920926','1000020410927708',blue-aqua-tie-dye-meggings,,,,,,,,,,L,,,,,,205,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgxxtaojygqBtcnbt.jpeg,4,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgxxtaojygqBtcnbu.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920926','1000020410927709',blue-aqua-tie-dye-meggings,,,,,,,,,,XL,,,,,,241,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgxxtaojygqBtcnbu.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920926','1000020410927710',blue-aqua-tie-dye-meggings,,,,,,,,,,2XL,,,,,,260,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgxxtaojygqBtcnbu.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920926','1000020410927711',blue-aqua-tie-dye-meggings,,,,,,,,,,3XL,,,,,,280,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojsgxxtaojygqBtcnbu.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920928','1000020410927718',easter-egg-yoga-capris,Easter Egg Yoga Capris,"<p>Celebrate the season with the Easter Egg Yoga Capris. A lively and colorful design featuring blue, yellow, pink, green, red, and brown eggs set against a black backdrop. These capris bring a touch of fun to your workout wardrobe and are perfect for the woman who loves to express her playful side.</p>
<h2>Why You'll Love It</h2>
<ul>
<li>Mid-calf length is ideal for warmer climates and studio workouts, showing off your ankles.</li>
<li>The cropped cut is great for Pilates, barre, and yoga sessions.</li>
<li>Enjoy Easter eggs all year round with this fun and colourful print.</li>
<li>Made from 82% polyester and 18% spandex for a smooth, comfortable fit.</li>
<li>Experience the buttery-soft feel that moves with you.</li>
<li>Four-way stretch ensures unrestricted movement in every pose.</li>
<li>These capris are squat-proof and not see-through, giving you confidence.</li>
<li>Easy care: machine wash cold, tumble dry low.</li>
</ul>
<h2>You Might Also Like</h2>
<ul>
  <li><a href=""/products/easter-egg-sports-bra"" style=""color: #00d1b5; text-decoration: underline;"">Easter Egg Sports Bra</a></li>
  <li><a href=""/products/easter-egg-yoga-shorts"" style=""color: #00d1b5; text-decoration: underline;"">Easter Egg Yoga Shorts</a></li>
  <li><a href=""/products/easter-egg-bike-shorts"" style=""color: #00d1b5; text-decoration: underline;"">Easter Egg Bike Shorts</a></li>
</ul>
<h2>From the Blog</h2>
<ul>
<li><a href=""/blogs/news/the-diet-after-easter-how-to-beat-post-holiday-weight-gain"" style=""color: #00d1b5; text-decoration: underline;"">The Diet after Easter: How to Beat Post-Holiday Weight Gain</a></li>
<li><a href=""/blogs/news/how-to-wash-printed-leggings-without-fading-the-design"" style=""color: #00d1b5; text-decoration: underline;"">How to Wash Printed Leggings Without Fading the Design</a></li>
</ul>",DAKOfits,Yoga Capris,"3/4,7/8,active wear,activewear,black,blue,bright,bright blue,bright green,bright orange,bright pink,bright purple,bright red,bright yellow,capri,capri leggings,capris,colorful,colorful and vibrant,colorful vibrant,crossfit,dance,dancewear,easter,easter eggs,fitness,green,gym,gym / workout,gymwear,high waisted,orange,pink,purple,red,sport,sports,sports wear,sportswear,vibrant,white,yellow,yoga,yoga capris,yoga wear,yogawear,yogi,yogis,zen,zen zen yoga,zen/yoga",TRUE,,,Size,XS,,,,,,119,shopbase,100,continue,manual,90.99,109.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojshaxtaojygqBtcnju.jpeg,1,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojshaxtaojygqBtcnbz.jpeg,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665920928','1000020410927719',easter-egg-yoga-capris,,,,,,,,,,S,,,,,,130,shopbase,100,continue,manual,90.99,109.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojshaxtaojygqBtcnbz.jpeg,2,Easter Egg Yoga Capris | DAKOfits,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojshaxtaojygqBtcnbz.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920928','1000020410927720',easter-egg-yoga-capris,,,,,,,,,,M,,,,,,147,shopbase,100,continue,manual,90.99,109.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojshaxtaojygqBtcnjq.jpeg,3,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojshaxtaojygqBtcnbz.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920928','1000020410927721',easter-egg-yoga-capris,,,,,,,,,,L,,,,,,159,shopbase,100,continue,manual,90.99,109.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojshaxtaojygqBtcnjr.jpeg,4,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojshaxtaojygqBtcnbz.jpeg,lb,,0,,,,,,,,,0,0
'1000000665920928','1000020410927722',easter-egg-yoga-capris,,,,,,,,,,XL,,,,,,181,shopbase,100,continue,manual,90.99,109.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojshaxtaojygqBtcnjs.jpeg,5,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojshaxtaojygqBtcnbz.jpeg,lb,,0,,,,,,,,,0,0
,,easter-egg-yoga-capris,,,,,,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmrrgexdambqgaxdmnrvhezdaojshaxtaojygqBtcnjt.jpeg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
